Sqft,Floor,Bedroom,Living.Room,Bathroom,Price
540.816,2.0,5.0,2.0,2.0,20100.0
789.876,7.0,3.0,2.0,2.0,37200.0
2088.546,9.0,3.0,2.0,2.0,86500.0
1305.786,14.0,3.0,2.0,1.0,62900.0
2028.06,6.0,3.0,2.0,1.0,75800.0
1956.9,2.0,2.0,0.0,2.0,79700.0
693.81,12.0,2.0,2.0,3.0,45600.0
2063.64,10.0,3.0,2.0,1.0,83400.0
925.08,7.0,3.0,2.0,2.0,42000.0
1601.1,2.0,3.0,2.0,3.0,61800.0
1529.94,3.0,2.0,2.0,2.0,57300.0
1352.04,4.0,3.0,2.0,2.0,52400.0
711.6,3.0,2.0,1.0,3.0,36400.0
1231.068,2.0,1.0,2.0,1.0,41600.0
1814.58,4.0,4.0,1.0,2.0,73100.0
640.44,4.0,3.0,2.0,2.0,27200.0
2170.38,2.0,3.0,2.0,2.0,78300.0
761.412,6.0,3.0,2.0,1.0,30900.0
2561.76,4.0,4.0,2.0,2.0,95200.0
846.804,3.0,3.0,2.0,2.0,32900.0
384.264,4.0,4.0,1.0,2.0,22300.0
1647.354,9.0,2.0,2.0,1.0,67300.0
1469.454,2.0,3.0,2.0,2.0,53400.0
3255.57,8.0,2.0,2.0,2.0,126500.0
2134.8,4.0,4.0,2.0,2.0,80000.0
789.876,3.0,3.0,2.0,1.0,27100.0
793.434,7.0,1.0,2.0,2.0,37700.0
711.6,2.0,3.0,2.0,1.0,22800.0
1127.886,8.0,3.0,1.0,2.0,55200.0
469.656,5.0,4.0,1.0,2.0,26900.0
1423.2,2.0,4.0,2.0,1.0,47900.0
2102.778,5.0,3.0,2.0,4.0,88100.0
1771.884,1.0,2.0,2.0,2.0,62800.0
640.44,11.0,4.0,1.0,2.0,42500.0
900.174,8.0,2.0,2.0,2.0,42900.0
1127.886,8.0,2.0,1.0,2.0,55400.0
718.716,4.0,3.0,2.0,2.0,29900.0
1889.298,9.0,1.0,2.0,1.0,76000.0
1384.062,2.0,4.0,2.0,2.0,50200.0
1433.874,4.0,3.0,1.0,1.0,56000.0
949.986,8.0,3.0,2.0,2.0,44500.0
2917.56,11.0,2.0,1.0,2.0,123700.0
2067.198,2.0,1.0,2.0,2.0,75000.0
2134.8,10.0,4.0,2.0,1.0,85800.0
1540.614,7.0,3.0,2.0,1.0,60100.0
1177.698,2.0,2.0,2.0,2.0,43300.0
914.406,9.0,4.0,2.0,3.0,48400.0
996.24,1.0,2.0,2.0,3.0,39000.0
1914.204,4.0,2.0,2.0,2.0,72600.0
1996.038,4.0,3.0,2.0,3.0,79000.0
1889.298,2.0,3.0,2.0,1.0,64600.0
658.23,8.0,3.0,1.0,2.0,38500.0
2120.568,2.0,2.0,2.0,2.0,76700.0
853.92,8.0,2.0,2.0,2.0,41300.0
718.716,8.0,3.0,1.0,1.0,37000.0
1074.516,11.0,3.0,2.0,2.0,53700.0
3173.736,10.0,4.0,2.0,2.0,126400.0
1391.178,14.0,3.0,1.0,1.0,70300.0
1423.2,7.0,3.0,1.0,1.0,60400.0
1754.094,4.0,3.0,2.0,2.0,66700.0
1074.516,3.0,2.0,2.0,3.0,44900.0
2782.356,5.0,1.0,1.0,1.0,105800.0
1366.272,7.0,3.0,0.0,2.0,66500.0
658.23,15.0,1.0,2.0,2.0,45600.0
1487.244,5.0,3.0,2.0,1.0,55100.0
1227.51,19.0,3.0,2.0,1.0,68000.0
1245.3,2.0,4.0,2.0,2.0,45300.0
1572.636,9.0,3.0,0.0,2.0,77000.0
1515.708,2.0,1.0,2.0,4.0,62900.0
3735.9,7.0,3.0,2.0,1.0,138100.0
2134.8,3.0,2.0,2.0,1.0,75100.0
1601.1,10.0,1.0,2.0,2.0,71100.0
3095.46,4.0,5.0,1.0,3.0,122100.0
2590.224,5.0,3.0,2.0,2.0,98000.0
889.5,2.0,3.0,2.0,2.0,32800.0
996.24,13.0,3.0,2.0,2.0,54000.0
1480.128,4.0,2.0,2.0,1.0,53400.0
1956.9,3.0,3.0,2.0,1.0,68600.0
1700.724,2.0,4.0,2.0,2.0,61500.0
2298.468,7.0,4.0,2.0,2.0,90600.0
1885.74,12.0,3.0,1.0,1.0,84700.0
1138.56,9.0,4.0,2.0,2.0,52600.0
1700.724,9.0,1.0,1.0,1.0,73800.0
1352.04,2.0,3.0,1.0,1.0,49900.0
711.6,2.0,2.0,2.0,2.0,26700.0
1423.2,1.0,3.0,2.0,1.0,46500.0
1433.874,13.0,4.0,2.0,2.0,69400.0
1191.93,3.0,2.0,2.0,2.0,45300.0
2312.7,10.0,3.0,1.0,2.0,100400.0
1586.868,6.0,1.0,2.0,2.0,64300.0
1014.03,15.0,3.0,2.0,1.0,54100.0
711.6,4.0,4.0,2.0,3.0,33200.0
1223.952,2.0,3.0,2.0,2.0,44700.0
1487.244,3.0,5.0,2.0,1.0,51500.0
1444.548,9.0,3.0,2.0,2.0,63600.0
889.5,11.0,1.0,2.0,2.0,47400.0
533.7,8.0,1.0,2.0,2.0,30100.0
1174.14,1.0,2.0,1.0,2.0,46000.0
1423.2,21.0,3.0,1.0,1.0,82500.0
1174.14,5.0,4.0,2.0,1.0,43800.0
2408.766,10.0,2.0,2.0,2.0,99600.0
811.224,3.0,3.0,1.0,1.0,32300.0
1565.52,4.0,3.0,2.0,1.0,56300.0
1921.32,9.0,3.0,2.0,2.0,80500.0
426.96,4.0,3.0,2.0,2.0,19600.0
1352.04,4.0,2.0,2.0,2.0,52600.0
1579.752,4.0,4.0,2.0,2.0,60300.0
1359.156,8.0,4.0,2.0,1.0,55100.0
1558.404,4.0,2.0,2.0,3.0,63700.0
1252.416,6.0,2.0,0.0,2.0,61100.0
590.628,5.0,4.0,2.0,1.0,23100.0
925.08,13.0,3.0,2.0,2.0,51500.0
1889.298,2.0,4.0,2.0,2.0,68100.0
359.358,4.0,2.0,2.0,2.0,17400.0
2028.06,3.0,3.0,2.0,2.0,74800.0
1184.814,8.0,4.0,2.0,1.0,48900.0
640.44,2.0,4.0,2.0,1.0,20100.0
967.776,12.0,2.0,2.0,2.0,51600.0
1992.48,4.0,3.0,2.0,2.0,75200.0
2099.22,4.0,3.0,2.0,2.0,78900.0
1825.254,2.0,1.0,2.0,2.0,66400.0
1839.486,2.0,4.0,2.0,2.0,66400.0
1394.736,13.0,4.0,3.0,1.0,59800.0
1102.98,4.0,3.0,2.0,2.0,43600.0
1956.9,3.0,1.0,2.0,1.0,68900.0
711.6,8.0,4.0,2.0,2.0,35800.0
893.058,10.0,3.0,2.0,2.0,45600.0
768.528,3.0,2.0,2.0,1.0,26600.0
925.08,5.0,3.0,2.0,1.0,35100.0
1647.354,7.0,1.0,2.0,5.0,79200.0
2768.124,8.0,4.0,2.0,2.0,108800.0
1487.244,3.0,3.0,2.0,1.0,51900.0
540.816,11.0,4.0,2.0,2.0,34500.0
640.44,4.0,3.0,1.0,2.0,31600.0
1771.884,4.0,1.0,2.0,2.0,67700.0
2134.8,5.0,2.0,2.0,1.0,78200.0
1465.896,1.0,3.0,1.0,2.0,56100.0
3255.57,6.0,3.0,2.0,2.0,123200.0
2067.198,2.0,3.0,2.0,2.0,74600.0
2052.966,4.0,2.0,2.0,1.0,73700.0
925.08,5.0,4.0,2.0,3.0,42400.0
2590.224,8.0,2.0,2.0,2.0,102900.0
1494.36,1.0,4.0,2.0,1.0,48800.0
1601.1,7.0,3.0,2.0,1.0,62300.0
768.528,2.0,4.0,2.0,2.0,28400.0
5856.468,6.0,4.0,2.0,1.0,211600.0
2366.07,8.0,4.0,1.0,2.0,99000.0
1270.206,6.0,3.0,1.0,2.0,57100.0
2170.38,6.0,4.0,2.0,2.0,84500.0
1522.824,6.0,3.0,2.0,1.0,57900.0
2262.888,2.0,1.0,2.0,2.0,82000.0
370.032,7.0,2.0,2.0,2.0,22500.0
1529.94,3.0,1.0,2.0,2.0,57500.0
2430.114,2.0,3.0,2.0,2.0,87500.0
1337.808,4.0,1.0,1.0,2.0,56700.0
2455.02,1.0,3.0,2.0,2.0,86800.0
441.192,2.0,3.0,2.0,2.0,16900.0
1700.724,2.0,2.0,2.0,1.0,58100.0
1899.972,3.0,3.0,2.0,3.0,74000.0
2846.4,6.0,2.0,2.0,2.0,108800.0
590.628,6.0,1.0,2.0,1.0,25200.0
1099.422,14.0,3.0,2.0,2.0,59300.0
1885.74,10.0,4.0,2.0,2.0,80700.0
925.08,1.0,3.0,2.0,1.0,28800.0
925.08,2.0,3.0,2.0,2.0,34100.0
1672.26,8.0,2.0,2.0,3.0,74000.0
1245.3,12.0,2.0,1.0,2.0,65900.0
789.876,1.0,3.0,2.0,1.0,24000.0
1177.698,1.0,4.0,2.0,2.0,41300.0
1921.32,5.0,2.0,1.0,2.0,78800.0
711.6,13.0,2.0,2.0,2.0,44100.0
996.24,6.0,3.0,1.0,1.0,43600.0
1839.486,2.0,3.0,2.0,2.0,66600.0
1779.0,3.0,4.0,2.0,2.0,65800.0
1487.244,8.0,2.0,2.0,1.0,60000.0
836.13,2.0,4.0,2.0,1.0,27000.0
1779.0,4.0,4.0,2.0,2.0,67400.0
391.38,6.0,5.0,2.0,2.0,21100.0
2892.654,11.0,4.0,1.0,2.0,122400.0
1515.708,3.0,2.0,2.0,1.0,53100.0
711.6,10.0,4.0,2.0,2.0,39000.0
718.716,10.0,3.0,2.0,2.0,39400.0
1263.09,6.0,3.0,2.0,1.0,48700.0
1889.298,5.0,4.0,2.0,2.0,72900.0
2184.612,4.0,2.0,2.0,1.0,78400.0
526.584,11.0,2.0,2.0,2.0,34400.0
2768.124,2.0,4.0,2.0,2.0,99300.0
1031.82,7.0,3.0,2.0,2.0,45800.0
711.6,2.0,3.0,2.0,2.0,26500.0
925.08,4.0,3.0,2.0,1.0,33500.0
462.54,10.0,3.0,2.0,2.0,30300.0
1487.244,12.0,3.0,2.0,2.0,69900.0
2668.5,9.0,3.0,0.0,2.0,115900.0
434.076,4.0,4.0,2.0,1.0,15900.0
1255.974,4.0,4.0,2.0,2.0,48800.0
1814.58,5.0,2.0,2.0,2.0,70600.0
2063.64,5.0,4.0,2.0,2.0,79100.0
1138.56,4.0,2.0,2.0,2.0,45000.0
1067.4,7.0,3.0,2.0,1.0,43300.0
1779.0,7.0,3.0,1.0,2.0,76700.0
1700.724,4.0,3.0,2.0,2.0,64800.0
2383.86,3.0,2.0,2.0,2.0,87600.0
2099.22,5.0,3.0,1.0,2.0,84900.0
2739.66,3.0,2.0,0.0,2.0,109100.0
2063.64,7.0,2.0,1.0,1.0,83300.0
1401.852,5.0,3.0,0.0,1.0,60900.0
889.5,8.0,4.0,2.0,2.0,42200.0
2205.96,7.0,1.0,2.0,2.0,87800.0
2846.4,10.0,5.0,2.0,2.0,114600.0
1739.862,1.0,3.0,1.0,2.0,65900.0
3063.438,3.0,1.0,2.0,2.0,112000.0
1899.972,6.0,2.0,2.0,2.0,75200.0
1223.952,10.0,3.0,2.0,2.0,57400.0
1487.244,3.0,2.0,2.0,1.0,52100.0
711.6,13.0,3.0,2.0,2.0,43900.0
1444.548,5.0,4.0,2.0,2.0,57100.0
1707.84,8.0,3.0,2.0,2.0,71400.0
1494.36,6.0,3.0,2.0,2.0,60600.0
3664.74,3.0,4.0,1.0,1.0,133400.0
426.96,3.0,4.0,2.0,1.0,14100.0
572.838,3.0,2.0,2.0,1.0,19600.0
2173.938,5.0,2.0,2.0,1.0,79600.0
2184.612,4.0,4.0,2.0,2.0,81800.0
1408.968,3.0,1.0,2.0,1.0,49500.0
1206.162,2.0,3.0,2.0,1.0,40300.0
3558.0,4.0,4.0,1.0,2.0,135000.0
3202.2,13.0,3.0,2.0,1.0,128600.0
523.026,5.0,1.0,2.0,1.0,21200.0
2184.612,5.0,2.0,2.0,1.0,80000.0
1707.84,5.0,3.0,1.0,2.0,71100.0
523.026,10.0,1.0,2.0,2.0,32900.0
1601.1,13.0,2.0,2.0,2.0,75700.0
1255.974,5.0,4.0,2.0,1.0,46700.0
2099.22,3.0,3.0,1.0,2.0,81800.0
1487.244,7.0,3.0,2.0,1.0,58200.0
1743.42,2.0,3.0,2.0,2.0,63200.0
914.406,6.0,3.0,2.0,2.0,40100.0
1732.746,4.0,2.0,2.0,2.0,66100.0
711.6,7.0,3.0,2.0,2.0,34400.0
1419.642,4.0,1.0,2.0,2.0,55200.0
889.5,12.0,3.0,1.0,2.0,53100.0
668.904,8.0,3.0,2.0,2.0,34500.0
889.5,10.0,3.0,2.0,2.0,45500.0
747.18,7.0,3.0,2.0,1.0,32000.0
1903.53,2.0,3.0,1.0,1.0,69500.0
1732.746,6.0,3.0,4.0,2.0,60300.0
1974.69,7.0,1.0,2.0,1.0,75900.0
1732.746,2.0,3.0,2.0,2.0,62800.0
2191.728,10.0,2.0,2.0,1.0,88200.0
711.6,8.0,3.0,1.0,1.0,36700.0
1540.614,1.0,5.0,2.0,1.0,50300.0
782.76,8.0,3.0,2.0,1.0,34800.0
800.55,2.0,3.0,2.0,2.0,29700.0
900.174,7.0,3.0,2.0,1.0,37400.0
718.716,3.0,3.0,2.0,2.0,28400.0
1167.024,6.0,3.0,1.0,2.0,53400.0
2312.7,4.0,3.0,2.0,1.0,82800.0
462.54,1.0,3.0,2.0,2.0,16100.0
1067.4,3.0,3.0,2.0,1.0,37000.0
893.058,10.0,3.0,2.0,1.0,41900.0
2543.97,10.0,4.0,2.0,2.0,104000.0
1433.874,2.0,3.0,2.0,1.0,48400.0
740.064,13.0,2.0,2.0,1.0,41400.0
569.28,11.0,4.0,2.0,2.0,35500.0
949.986,12.0,3.0,2.0,1.0,47100.0
587.07,2.0,3.0,2.0,2.0,22100.0
2134.8,4.0,2.0,2.0,1.0,76700.0
2052.966,3.0,2.0,0.0,1.0,81000.0
640.44,4.0,3.0,2.0,1.0,23400.0
1921.32,7.0,2.0,2.0,3.0,81300.0
3202.2,5.0,2.0,1.0,1.0,120500.0
711.6,5.0,2.0,1.0,1.0,32100.0
1586.868,4.0,1.0,2.0,1.0,57400.0
2892.654,8.0,2.0,2.0,1.0,109900.0
711.6,6.0,1.0,2.0,1.0,29500.0
533.7,9.0,4.0,2.0,2.0,31100.0
1672.26,4.0,1.0,2.0,2.0,64200.0
1544.172,3.0,3.0,1.0,2.0,62100.0
996.24,2.0,3.0,2.0,1.0,32900.0
1408.968,3.0,2.0,2.0,2.0,53000.0
1014.03,9.0,3.0,2.0,2.0,48300.0
1889.298,6.0,4.0,1.0,1.0,75200.0
1487.244,12.0,4.0,3.0,2.0,65300.0
711.6,5.0,4.0,2.0,2.0,31100.0
1074.516,5.0,4.0,2.0,1.0,40200.0
2063.64,2.0,3.0,1.0,2.0,78900.0
1287.996,3.0,3.0,2.0,1.0,44800.0
1127.886,12.0,3.0,2.0,2.0,57100.0
1380.504,7.0,2.0,2.0,1.0,54600.0
2138.358,13.0,4.0,2.0,1.0,90700.0
1515.708,15.0,3.0,2.0,1.0,71900.0
1850.16,4.0,3.0,2.0,2.0,70100.0
1184.814,2.0,1.0,2.0,1.0,39900.0
1565.52,10.0,3.0,2.0,2.0,69500.0
1380.504,4.0,3.0,2.0,2.0,53400.0
1622.448,2.0,3.0,2.0,2.0,58900.0
1266.648,2.0,1.0,1.0,1.0,47300.0
1366.272,2.0,6.0,2.0,1.0,45500.0
1408.968,3.0,3.0,2.0,2.0,52900.0
1914.204,8.0,1.0,2.0,1.0,75300.0
3558.0,7.0,3.0,2.0,2.0,135500.0
925.08,5.0,1.0,2.0,1.0,35500.0
2156.148,6.0,4.0,2.0,2.0,84000.0
1135.002,5.0,4.0,2.0,2.0,46100.0
2145.474,4.0,4.0,2.0,1.0,76700.0
1757.652,5.0,4.0,2.0,1.0,64500.0
914.406,5.0,2.0,2.0,2.0,38700.0
1707.84,8.0,4.0,2.0,2.0,71200.0
1707.84,5.0,3.0,1.0,1.0,67300.0
3735.9,6.0,3.0,2.0,2.0,140200.0
1366.272,5.0,4.0,2.0,2.0,54300.0
1163.466,6.0,4.0,1.0,2.0,53100.0
1743.42,5.0,4.0,2.0,2.0,67700.0
2145.474,9.0,2.0,2.0,2.0,88700.0
640.44,6.0,1.0,2.0,3.0,34400.0
1135.002,2.0,5.0,2.0,2.0,41200.0
1138.56,9.0,4.0,2.0,1.0,48800.0
391.38,4.0,1.0,2.0,2.0,18700.0
1519.266,5.0,1.0,2.0,2.0,60300.0
1889.298,5.0,1.0,2.0,3.0,77200.0
1914.204,11.0,2.0,2.0,2.0,83600.0
1544.172,3.0,3.0,2.0,1.0,53900.0
1647.354,6.0,2.0,2.0,2.0,66300.0
1636.68,6.0,3.0,2.0,1.0,62000.0
3095.46,5.0,4.0,0.0,3.0,128300.0
2184.612,2.0,3.0,3.0,2.0,74400.0
693.81,8.0,4.0,2.0,1.0,31500.0
1771.884,9.0,4.0,4.0,1.0,62500.0
2063.64,2.0,2.0,2.0,1.0,71000.0
1903.53,10.0,3.0,1.0,4.0,93400.0
989.124,4.0,4.0,2.0,3.0,43100.0
1480.128,2.0,3.0,2.0,2.0,53800.0
640.44,2.0,3.0,2.0,1.0,20300.0
1700.724,10.0,2.0,2.0,2.0,74500.0
1889.298,10.0,3.0,2.0,2.0,81000.0
754.296,6.0,4.0,1.0,2.0,38600.0
889.5,6.0,4.0,0.0,1.0,44100.0
1672.26,6.0,4.0,2.0,1.0,63000.0
1914.204,8.0,1.0,2.0,2.0,79100.0
1771.884,9.0,3.0,1.0,3.0,83400.0
1067.4,5.0,3.0,2.0,2.0,43900.0
1476.57,4.0,1.0,2.0,1.0,53500.0
377.148,3.0,4.0,2.0,2.0,16100.0
1469.454,3.0,3.0,2.0,1.0,51300.0
2063.64,4.0,2.0,0.0,1.0,83000.0
1163.466,1.0,4.0,2.0,2.0,40800.0
2227.308,14.0,3.0,2.0,1.0,95600.0
818.34,3.0,3.0,2.0,2.0,31900.0
1971.132,5.0,4.0,2.0,2.0,75800.0
1206.162,7.0,3.0,2.0,0.0,44500.0
3558.0,5.0,4.0,2.0,2.0,132100.0
1707.84,6.0,4.0,2.0,2.0,68000.0
1408.968,6.0,4.0,2.0,2.0,57400.0
1892.856,2.0,2.0,1.0,1.0,69300.0
1074.516,5.0,4.0,2.0,5.0,55200.0
996.24,7.0,2.0,2.0,2.0,44700.0
1761.21,17.0,2.0,2.0,2.0,87700.0
2134.8,6.0,2.0,2.0,1.0,79800.0
1206.162,8.0,1.0,2.0,2.0,53900.0
1245.3,3.0,3.0,2.0,2.0,47100.0
1063.842,2.0,3.0,2.0,2.0,39000.0
1707.84,10.0,2.0,2.0,2.0,74700.0
2455.02,2.0,2.0,2.0,1.0,84900.0
1312.902,4.0,3.0,2.0,1.0,47300.0
2134.8,6.0,4.0,2.0,1.0,79500.0
711.6,6.0,4.0,2.0,2.0,32700.0
448.308,2.0,2.0,2.0,2.0,17400.0
1352.04,6.0,4.0,2.0,2.0,55400.0
925.08,9.0,1.0,2.0,2.0,45500.0
796.992,9.0,2.0,2.0,1.0,37100.0
2700.522,9.0,1.0,2.0,1.0,104800.0
1921.32,4.0,3.0,2.0,1.0,68900.0
1366.272,6.0,2.0,2.0,1.0,52500.0
1014.03,7.0,4.0,2.0,2.0,45000.0
426.96,7.0,3.0,2.0,2.0,24300.0
2191.728,4.0,4.0,2.0,1.0,78300.0
384.264,5.0,3.0,2.0,1.0,15900.0
2540.412,6.0,2.0,2.0,2.0,97700.0
1996.038,6.0,2.0,2.0,1.0,74800.0
1127.886,4.0,4.0,2.0,2.0,44200.0
1825.254,2.0,4.0,2.0,1.0,62100.0
1771.884,2.0,3.0,3.0,2.0,59700.0
1579.752,7.0,1.0,2.0,1.0,61800.0
1152.792,2.0,3.0,2.0,2.0,42200.0
640.44,5.0,3.0,2.0,1.0,25100.0
2063.64,8.0,2.0,2.0,2.0,84000.0
1174.14,4.0,3.0,2.0,2.0,46100.0
1352.04,15.0,2.0,2.0,1.0,66100.0
1067.4,5.0,3.0,2.0,2.0,43900.0
1138.56,1.0,3.0,2.0,3.0,43800.0
1494.36,4.0,1.0,1.0,2.0,62300.0
359.358,2.0,3.0,2.0,2.0,14200.0
718.716,10.0,3.0,2.0,2.0,39400.0
1184.814,2.0,2.0,1.0,1.0,44300.0
1067.4,2.0,3.0,2.0,2.0,39200.0
1885.74,10.0,4.0,2.0,2.0,80400.0
1921.32,2.0,4.0,2.0,2.0,69200.0
1124.328,6.0,2.0,2.0,1.0,44000.0
1426.758,10.0,3.0,2.0,2.0,64400.0
1494.36,10.0,2.0,2.0,2.0,67000.0
1540.614,8.0,4.0,2.0,2.0,65100.0
1707.84,13.0,4.0,2.0,2.0,78800.0
533.7,5.0,4.0,2.0,2.0,24800.0
2444.346,7.0,3.0,2.0,1.0,92000.0
540.816,10.0,4.0,2.0,3.0,36600.0
1579.752,4.0,4.0,2.0,2.0,60200.0
1270.206,1.0,3.0,2.0,2.0,44800.0
1231.068,5.0,3.0,2.0,1.0,46000.0
2700.522,2.0,3.0,2.0,1.0,93200.0
889.5,5.0,4.0,2.0,1.0,33700.0
583.512,12.0,4.0,2.0,2.0,37500.0
796.992,3.0,3.0,2.0,3.0,34900.0
1423.2,11.0,4.0,1.0,1.0,66400.0
2063.64,6.0,4.0,2.0,2.0,80400.0
3145.272,1.0,2.0,1.0,2.0,115700.0
1174.14,5.0,3.0,2.0,2.0,47700.0
1174.14,4.0,2.0,1.0,2.0,50700.0
1167.024,2.0,3.0,2.0,2.0,42700.0
772.086,3.0,2.0,2.0,2.0,30500.0
1252.416,5.0,2.0,2.0,1.0,46900.0
1707.84,16.0,3.0,2.0,2.0,83700.0
2138.358,4.0,1.0,2.0,1.0,76900.0
925.08,6.0,2.0,2.0,1.0,36900.0
1366.272,2.0,1.0,2.0,1.0,46500.0
711.6,2.0,2.0,2.0,1.0,23100.0
2145.474,8.0,3.0,2.0,1.0,83000.0
1408.968,7.0,3.0,1.0,2.0,63500.0
2063.64,21.0,2.0,2.0,2.0,104300.0
996.24,4.0,3.0,2.0,2.0,39800.0
996.24,13.0,3.0,2.0,2.0,53900.0
1494.36,3.0,3.0,2.0,1.0,52100.0
2063.64,13.0,3.0,0.0,2.0,100500.0
1426.758,13.0,4.0,2.0,2.0,68900.0
640.44,5.0,2.0,1.0,3.0,37100.0
604.86,11.0,4.0,2.0,2.0,36700.0
1707.84,5.0,4.0,2.0,1.0,62600.0
2558.202,4.0,3.0,2.0,2.0,95000.0
2455.02,6.0,2.0,2.0,1.0,91000.0
793.434,10.0,3.0,2.0,2.0,42000.0
747.18,4.0,3.0,2.0,2.0,31000.0
1245.3,3.0,3.0,1.0,2.0,51500.0
893.058,3.0,3.0,1.0,1.0,35300.0
2540.412,10.0,4.0,0.0,2.0,112400.0
3255.57,2.0,3.0,2.0,2.0,116500.0
1380.504,3.0,4.0,2.0,2.0,51600.0
2312.7,1.0,2.0,1.0,1.0,82600.0
1707.84,18.0,4.0,2.0,1.0,82900.0
1167.024,8.0,3.0,2.0,2.0,52100.0
1355.598,4.0,5.0,2.0,1.0,48400.0
3735.9,8.0,1.0,2.0,1.0,139600.0
1529.94,4.0,3.0,2.0,2.0,58700.0
1423.2,3.0,3.0,2.0,2.0,53300.0
1152.792,3.0,3.0,2.0,1.0,40100.0
1487.244,13.0,1.0,1.0,2.0,76100.0
1569.078,7.0,4.0,2.0,2.0,64500.0
1231.068,6.0,5.0,2.0,2.0,50800.0
1174.14,9.0,4.0,2.0,2.0,53700.0
1707.84,3.0,2.0,2.0,2.0,63600.0
1956.9,13.0,2.0,2.0,2.0,88100.0
989.124,4.0,4.0,2.0,1.0,35600.0
2134.8,5.0,4.0,2.0,2.0,81400.0
996.24,19.0,4.0,4.0,2.0,54200.0
2042.292,5.0,3.0,2.0,2.0,78300.0
3558.0,5.0,3.0,1.0,2.0,136400.0
1263.09,5.0,1.0,2.0,2.0,51200.0
1419.642,7.0,2.0,2.0,1.0,56000.0
2134.8,5.0,4.0,2.0,1.0,77700.0
1423.2,6.0,2.0,1.0,2.0,62700.0
1921.32,5.0,3.0,2.0,2.0,74100.0
1892.856,4.0,4.0,2.0,2.0,71300.0
2134.8,8.0,3.0,2.0,2.0,86300.0
1149.234,6.0,3.0,1.0,1.0,49100.0
2134.8,14.0,3.0,1.0,2.0,100100.0
1903.53,8.0,4.0,2.0,2.0,77900.0
1255.974,19.0,3.0,2.0,1.0,68700.0
925.08,6.0,2.0,2.0,2.0,40600.0
878.826,3.0,4.0,1.0,1.0,34600.0
4198.44,6.0,2.0,2.0,2.0,156300.0
2120.568,2.0,3.0,2.0,2.0,76400.0
2892.654,6.0,3.0,2.0,1.0,106300.0
793.434,6.0,4.0,2.0,2.0,35500.0
1892.856,6.0,3.0,2.0,3.0,78300.0
1366.272,3.0,1.0,0.0,1.0,56900.0
1433.874,6.0,4.0,3.0,1.0,50100.0
384.264,5.0,3.0,1.0,1.0,20500.0
1106.538,6.0,2.0,2.0,1.0,43300.0
925.08,8.0,4.0,2.0,2.0,43300.0
925.08,6.0,3.0,1.0,2.0,44800.0
1601.1,3.0,4.0,2.0,1.0,55700.0
843.246,7.0,1.0,2.0,2.0,39500.0
925.08,4.0,4.0,2.0,2.0,37100.0
2134.8,2.0,2.0,2.0,2.0,77100.0
925.08,10.0,4.0,2.0,2.0,46500.0
1707.84,4.0,2.0,2.0,3.0,68900.0
3664.74,7.0,3.0,1.0,2.0,143300.0
1743.42,2.0,4.0,2.0,1.0,59200.0
1779.0,2.0,3.0,2.0,2.0,64300.0
1387.62,3.0,3.0,2.0,1.0,48400.0
1956.9,10.0,4.0,2.0,1.0,79200.0
3024.3,4.0,2.0,2.0,1.0,108000.0
1031.82,5.0,4.0,2.0,3.0,46100.0
2063.64,6.0,4.0,1.0,2.0,84900.0
1892.856,3.0,2.0,2.0,2.0,70100.0
1569.078,1.0,3.0,2.0,1.0,51700.0
711.6,10.0,2.0,3.0,2.0,34900.0
1971.132,10.0,3.0,2.0,2.0,83700.0
796.992,4.0,2.0,2.0,2.0,33000.0
2099.22,6.0,3.0,2.0,2.0,81900.0
1067.4,6.0,3.0,2.0,2.0,45400.0
3735.9,6.0,3.0,2.0,5.0,150900.0
1231.068,4.0,1.0,2.0,2.0,48500.0
498.12,8.0,3.0,1.0,2.0,32900.0
3010.068,10.0,2.0,2.0,1.0,116900.0
2668.5,4.0,4.0,2.0,1.0,95000.0
989.124,4.0,3.0,2.0,1.0,35800.0
1601.1,8.0,3.0,2.0,1.0,63700.0
1174.14,12.0,3.0,2.0,2.0,58600.0
900.174,6.0,3.0,2.0,1.0,35800.0
843.246,5.0,2.0,2.0,2.0,36200.0
1956.9,7.0,4.0,2.0,2.0,78200.0
1601.1,4.0,4.0,2.0,2.0,61000.0
1067.4,6.0,2.0,0.0,2.0,54500.0
2739.66,2.0,3.0,2.0,2.0,98300.0
1380.504,7.0,5.0,2.0,2.0,57600.0
1732.746,5.0,3.0,2.0,3.0,71100.0
796.992,6.0,2.0,1.0,2.0,40500.0
1177.698,3.0,2.0,2.0,1.0,41200.0
1127.886,4.0,5.0,1.0,2.0,48500.0
640.44,2.0,1.0,2.0,2.0,24500.0
711.6,5.0,2.0,2.0,1.0,27800.0
1316.46,2.0,3.0,2.0,2.0,48000.0
1971.132,1.0,1.0,2.0,4.0,77400.0
711.6,6.0,3.0,2.0,2.0,32900.0
711.6,6.0,3.0,2.0,2.0,32900.0
1910.646,2.0,3.0,2.0,2.0,69000.0
754.296,5.0,3.0,2.0,2.0,32800.0
1565.52,14.0,1.0,2.0,1.0,72300.0
925.08,6.0,4.0,2.0,2.0,40200.0
1149.234,3.0,4.0,2.0,2.0,43400.0
426.96,3.0,3.0,2.0,1.0,14400.0
1885.74,3.0,4.0,1.0,2.0,73900.0
2543.97,6.0,1.0,2.0,1.0,94400.0
740.064,13.0,1.0,2.0,2.0,45300.0
